model,entity_type,layer,group_a,group_b,cosine_sim,same_naming,same_reactivity
meta-llama-Llama-3.1-8B,functional_group,8,imine,thioether,0.653849,0,0
meta-llama-Llama-3.1-8B,functional_group,8,imine,thiol,0.754259,0,0
meta-llama-Llama-3.1-8B,functional_group,8,ketone,nitrile,0.713774,0,0
meta-llama-Llama-3.1-8B,functional_group,8,ketone,nitro,0.658486,0,0
meta-llama-Llama-3.1-8B,functional_group,8,ketone,sulfone,0.78539,0,0
meta-llama-Llama-3.1-8B,functional_group,8,ketone,sulfoxide,0.830725,0,0
meta-llama-Llama-3.1-8B,functional_group,8,ketone,thioether,0.59509,0,0
meta-llama-Llama-3.1-8B,functional_group,8,ketone,thiol,0.647306,0,0
meta-llama-Llama-3.1-8B,functional_group,8,nitrile,nitro,0.625952,1,1
meta-llama-Llama-3.1-8B,functional_group,8,nitrile,sulfone,0.675218,0,0
meta-llama-Llama-3.1-8B,functional_group,8,nitrile,sulfoxide,0.6982,0,0
meta-llama-Llama-3.1-8B,functional_group,8,nitrile,thioether,0.649702,0,0
meta-llama-Llama-3.1-8B,functional_group,8,nitrile,thiol,0.645017,0,0
meta-llama-Llama-3.1-8B,functional_group,8,nitro,sulfone,0.664883,0,0
meta-llama-Llama-3.1-8B,functional_group,8,nitro,sulfoxide,0.659177,0,0
meta-llama-Llama-3.1-8B,functional_group,8,nitro,thioether,0.744518,0,0
meta-llama-Llama-3.1-8B,functional_group,8,nitro,thiol,0.609103,0,0
meta-llama-Llama-3.1-8B,functional_group,8,sulfone,sulfoxide,0.959419,1,1
meta-llama-Llama-3.1-8B,functional_group,8,sulfone,thioether,0.639545,1,0
meta-llama-Llama-3.1-8B,functional_group,8,sulfone,thiol,0.62988,1,0
meta-llama-Llama-3.1-8B,functional_group,8,sulfoxide,thioether,0.641863,1,0
meta-llama-Llama-3.1-8B,functional_group,8,sulfoxide,thiol,0.654655,1,0
meta-llama-Llama-3.1-8B,functional_group,8,thioether,thiol,0.784143,1,1
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,aldehyde,0.618078,1,0
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,alkyl bromide,0.575616,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,alkyl chloride,0.628441,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,alkyl fluoride,0.604655,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,alkyl iodide,0.550592,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,amide,0.638859,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,amine,0.768192,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,carboxylic acid,0.673356,1,0
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,ester,0.743277,1,0
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,ether,0.760365,1,1
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,imine,0.661884,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,ketone,0.795932,1,0
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,nitrile,0.631557,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,nitro,0.667447,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,sulfone,0.593495,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,sulfoxide,0.658163,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,thioether,0.639931,0,1
meta-llama-Llama-3.1-8B,functional_group,16,alcohol,thiol,0.723453,0,1
meta-llama-Llama-3.1-8B,functional_group,16,aldehyde,alkyl bromide,0.493424,0,0
meta-llama-Llama-3.1-8B,functional_group,16,aldehyde,alkyl chloride,0.433048,0,0
meta-llama-Llama-3.1-8B,functional_group,16,aldehyde,alkyl fluoride,0.293997,0,0
meta-llama-Llama-3.1-8B,functional_group,16,aldehyde,alkyl iodide,0.402063,0,0
meta-llama-Llama-3.1-8B,functional_group,16,aldehyde,amide,0.82811,0,1
meta-llama-Llama-3.1-8B,functional_group,16,aldehyde,amine,0.524559,0,0
meta-llama-Llama-3.1-8B,functional_group,16,aldehyde,carboxylic acid,0.782979,1,1
meta-llama-Llama-3.1-8B,functional_group,16,aldehyde,ester,0.639003,1,1
meta-llama-Llama-3.1-8B,functional_group,16,aldehyde,ether,0.372288,1,0
meta-llama-Llama-3.1-8B,functional_group,16,aldehyde,imine,0.733674,0,0
meta-llama-Llama-3.1-8B,functional_group,16,aldehyde,ketone,0.61695,1,1
meta-llama-Llama-3.1-8B,functional_group,16,aldehyde,nitrile,0.611323,0,0
meta-llama-Llama-3.1-8B,functional_group,16,aldehyde,nitro,0.526811,0,0
meta-llama-Llama-3.1-8B,functional_group,16,aldehyde,sulfone,0.583351,0,0
meta-llama-Llama-3.1-8B,functional_group,16,aldehyde,sulfoxide,0.644375,0,0
meta-llama-Llama-3.1-8B,functional_group,16,aldehyde,thioether,0.358197,0,0
meta-llama-Llama-3.1-8B,functional_group,16,aldehyde,thiol,0.507307,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl bromide,alkyl chloride,0.924844,1,1
meta-llama-Llama-3.1-8B,functional_group,16,alkyl bromide,alkyl fluoride,0.704186,1,1
meta-llama-Llama-3.1-8B,functional_group,16,alkyl bromide,alkyl iodide,0.893267,1,1
meta-llama-Llama-3.1-8B,functional_group,16,alkyl bromide,amide,0.555055,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl bromide,amine,0.593146,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl bromide,carboxylic acid,0.498238,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl bromide,ester,0.515826,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl bromide,ether,0.6655,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl bromide,imine,0.585504,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl bromide,ketone,0.452817,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl bromide,nitrile,0.572909,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl bromide,nitro,0.702258,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl bromide,sulfone,0.533425,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl bromide,sulfoxide,0.578595,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl bromide,thioether,0.630942,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl bromide,thiol,0.608189,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl chloride,alkyl fluoride,0.803276,1,1
meta-llama-Llama-3.1-8B,functional_group,16,alkyl chloride,alkyl iodide,0.859323,1,1
meta-llama-Llama-3.1-8B,functional_group,16,alkyl chloride,amide,0.525331,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl chloride,amine,0.657856,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl chloride,carboxylic acid,0.504951,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl chloride,ester,0.565045,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl chloride,ether,0.75348,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl chloride,imine,0.584787,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl chloride,ketone,0.530153,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl chloride,nitrile,0.617126,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl chloride,nitro,0.729748,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl chloride,sulfone,0.52682,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl chloride,sulfoxide,0.585767,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl chloride,thioether,0.715157,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl chloride,thiol,0.646912,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl fluoride,alkyl iodide,0.790947,1,1
meta-llama-Llama-3.1-8B,functional_group,16,alkyl fluoride,amide,0.423055,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl fluoride,amine,0.642344,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl fluoride,carboxylic acid,0.422613,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl fluoride,ester,0.596241,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl fluoride,ether,0.817313,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl fluoride,imine,0.534771,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl fluoride,ketone,0.583393,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl fluoride,nitrile,0.645072,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl fluoride,nitro,0.742717,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl fluoride,sulfone,0.612763,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl fluoride,sulfoxide,0.623103,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl fluoride,thioether,0.807062,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl fluoride,thiol,0.695261,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl iodide,amide,0.486314,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl iodide,amine,0.584843,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl iodide,carboxylic acid,0.430037,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl iodide,ester,0.49877,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl iodide,ether,0.711695,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl iodide,imine,0.578923,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl iodide,ketone,0.445858,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl iodide,nitrile,0.570365,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl iodide,nitro,0.722336,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl iodide,sulfone,0.57463,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl iodide,sulfoxide,0.608067,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl iodide,thioether,0.715947,0,0
meta-llama-Llama-3.1-8B,functional_group,16,alkyl iodide,thiol,0.68751,0,0
meta-llama-Llama-3.1-8B,functional_group,16,amide,amine,0.703276,1,0
meta-llama-Llama-3.1-8B,functional_group,16,amide,carboxylic acid,0.848408,0,1
meta-llama-Llama-3.1-8B,functional_group,16,amide,ester,0.741636,0,1
meta-llama-Llama-3.1-8B,functional_group,16,amide,ether,0.493266,0,0
meta-llama-Llama-3.1-8B,functional_group,16,amide,imine,0.845001,1,0
meta-llama-Llama-3.1-8B,functional_group,16,amide,ketone,0.667835,0,1
meta-llama-Llama-3.1-8B,functional_group,16,amide,nitrile,0.746645,1,0
meta-llama-Llama-3.1-8B,functional_group,16,amide,nitro,0.688126,1,0
meta-llama-Llama-3.1-8B,functional_group,16,amide,sulfone,0.763484,0,0
meta-llama-Llama-3.1-8B,functional_group,16,amide,sulfoxide,0.789522,0,0
meta-llama-Llama-3.1-8B,functional_group,16,amide,thioether,0.521909,0,0
meta-llama-Llama-3.1-8B,functional_group,16,amide,thiol,0.609173,0,0
meta-llama-Llama-3.1-8B,functional_group,16,amine,carboxylic acid,0.57889,0,0
meta-llama-Llama-3.1-8B,functional_group,16,amine,ester,0.616774,0,0
meta-llama-Llama-3.1-8B,functional_group,16,amine,ether,0.686722,0,0
meta-llama-Llama-3.1-8B,functional_group,16,amine,imine,0.821458,1,1
meta-llama-Llama-3.1-8B,functional_group,16,amine,ketone,0.677488,0,0
meta-llama-Llama-3.1-8B,functional_group,16,amine,nitrile,0.764583,1,1
meta-llama-Llama-3.1-8B,functional_group,16,amine,nitro,0.738377,1,1
meta-llama-Llama-3.1-8B,functional_group,16,amine,sulfone,0.62845,0,0
meta-llama-Llama-3.1-8B,functional_group,16,amine,sulfoxide,0.683428,0,0
meta-llama-Llama-3.1-8B,functional_group,16,amine,thioether,0.697904,0,0
meta-llama-Llama-3.1-8B,functional_group,16,amine,thiol,0.7409,0,0
meta-llama-Llama-3.1-8B,functional_group,16,carboxylic acid,ester,0.84788,1,1
meta-llama-Llama-3.1-8B,functional_group,16,carboxylic acid,ether,0.486875,1,0
meta-llama-Llama-3.1-8B,functional_group,16,carboxylic acid,imine,0.655261,0,0
meta-llama-Llama-3.1-8B,functional_group,16,carboxylic acid,ketone,0.723932,1,1
meta-llama-Llama-3.1-8B,functional_group,16,carboxylic acid,nitrile,0.651909,0,0
meta-llama-Llama-3.1-8B,functional_group,16,carboxylic acid,nitro,0.655407,0,0
meta-llama-Llama-3.1-8B,functional_group,16,carboxylic acid,sulfone,0.721409,0,0
meta-llama-Llama-3.1-8B,functional_group,16,carboxylic acid,sulfoxide,0.711188,0,0
meta-llama-Llama-3.1-8B,functional_group,16,carboxylic acid,thioether,0.500469,0,0
meta-llama-Llama-3.1-8B,functional_group,16,carboxylic acid,thiol,0.593073,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ester,ether,0.715469,1,0
meta-llama-Llama-3.1-8B,functional_group,16,ester,imine,0.65108,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ester,ketone,0.869678,1,1
meta-llama-Llama-3.1-8B,functional_group,16,ester,nitrile,0.689697,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ester,nitro,0.749229,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ester,sulfone,0.791489,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ester,sulfoxide,0.787755,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ester,thioether,0.657416,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ester,thiol,0.667725,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ether,imine,0.580114,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ether,ketone,0.67138,1,0
meta-llama-Llama-3.1-8B,functional_group,16,ether,nitrile,0.621445,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ether,nitro,0.758851,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ether,sulfone,0.631196,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ether,sulfoxide,0.658433,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ether,thioether,0.813189,0,1
meta-llama-Llama-3.1-8B,functional_group,16,ether,thiol,0.703561,0,1
meta-llama-Llama-3.1-8B,functional_group,16,imine,ketone,0.674482,0,0
meta-llama-Llama-3.1-8B,functional_group,16,imine,nitrile,0.808878,1,1
meta-llama-Llama-3.1-8B,functional_group,16,imine,nitro,0.718208,1,1
meta-llama-Llama-3.1-8B,functional_group,16,imine,sulfone,0.698316,0,0
meta-llama-Llama-3.1-8B,functional_group,16,imine,sulfoxide,0.778137,0,0
meta-llama-Llama-3.1-8B,functional_group,16,imine,thioether,0.638279,0,0
meta-llama-Llama-3.1-8B,functional_group,16,imine,thiol,0.72087,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ketone,nitrile,0.693238,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ketone,nitro,0.72318,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ketone,sulfone,0.731581,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ketone,sulfoxide,0.756242,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ketone,thioether,0.667266,0,0
meta-llama-Llama-3.1-8B,functional_group,16,ketone,thiol,0.718108,0,0
meta-llama-Llama-3.1-8B,functional_group,16,nitrile,nitro,0.726555,1,1
meta-llama-Llama-3.1-8B,functional_group,16,nitrile,sulfone,0.708282,0,0
meta-llama-Llama-3.1-8B,functional_group,16,nitrile,sulfoxide,0.725908,0,0
meta-llama-Llama-3.1-8B,functional_group,16,nitrile,thioether,0.683068,0,0
meta-llama-Llama-3.1-8B,functional_group,16,nitrile,thiol,0.708131,0,0
meta-llama-Llama-3.1-8B,functional_group,16,nitro,sulfone,0.790141,0,0
meta-llama-Llama-3.1-8B,functional_group,16,nitro,sulfoxide,0.779568,0,0
meta-llama-Llama-3.1-8B,functional_group,16,nitro,thioether,0.765372,0,0
meta-llama-Llama-3.1-8B,functional_group,16,nitro,thiol,0.730271,0,0
meta-llama-Llama-3.1-8B,functional_group,16,sulfone,sulfoxide,0.942675,1,1
meta-llama-Llama-3.1-8B,functional_group,16,sulfone,thioether,0.735414,1,0
meta-llama-Llama-3.1-8B,functional_group,16,sulfone,thiol,0.736516,1,0
meta-llama-Llama-3.1-8B,functional_group,16,sulfoxide,thioether,0.755633,1,0
meta-llama-Llama-3.1-8B,functional_group,16,sulfoxide,thiol,0.787131,1,0
meta-llama-Llama-3.1-8B,functional_group,16,thioether,thiol,0.861856,1,1
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,aldehyde,0.662426,1,0
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,alkyl bromide,0.461984,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,alkyl chloride,0.490833,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,alkyl fluoride,0.348175,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,alkyl iodide,0.426477,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,amide,0.536183,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,amine,0.529741,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,carboxylic acid,0.586289,1,0
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,ester,0.675524,1,0
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,ether,0.798685,1,1
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,imine,0.415232,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,ketone,0.719498,1,0
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,nitrile,0.331546,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,nitro,0.569525,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,sulfone,0.507837,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,sulfoxide,0.556472,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,thioether,0.490689,0,1
meta-llama-Llama-3.1-8B,functional_group,24,alcohol,thiol,0.564675,0,1
meta-llama-Llama-3.1-8B,functional_group,24,aldehyde,alkyl bromide,0.35347,0,0
meta-llama-Llama-3.1-8B,functional_group,24,aldehyde,alkyl chloride,0.317922,0,0
meta-llama-Llama-3.1-8B,functional_group,24,aldehyde,alkyl fluoride,0.227795,0,0
meta-llama-Llama-3.1-8B,functional_group,24,aldehyde,alkyl iodide,0.299006,0,0
meta-llama-Llama-3.1-8B,functional_group,24,aldehyde,amide,0.791231,0,1
meta-llama-Llama-3.1-8B,functional_group,24,aldehyde,amine,0.468347,0,0
meta-llama-Llama-3.1-8B,functional_group,24,aldehyde,carboxylic acid,0.786964,1,1
meta-llama-Llama-3.1-8B,functional_group,24,aldehyde,ester,0.793934,1,1
meta-llama-Llama-3.1-8B,functional_group,24,aldehyde,ether,0.486095,1,0
meta-llama-Llama-3.1-8B,functional_group,24,aldehyde,imine,0.64042,0,0
meta-llama-Llama-3.1-8B,functional_group,24,aldehyde,ketone,0.835256,1,1
meta-llama-Llama-3.1-8B,functional_group,24,aldehyde,nitrile,0.617701,0,0
meta-llama-Llama-3.1-8B,functional_group,24,aldehyde,nitro,0.59772,0,0
meta-llama-Llama-3.1-8B,functional_group,24,aldehyde,sulfone,0.538412,0,0
meta-llama-Llama-3.1-8B,functional_group,24,aldehyde,sulfoxide,0.535145,0,0
meta-llama-Llama-3.1-8B,functional_group,24,aldehyde,thioether,0.338407,0,0
meta-llama-Llama-3.1-8B,functional_group,24,aldehyde,thiol,0.460193,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl bromide,alkyl chloride,0.878932,1,1
meta-llama-Llama-3.1-8B,functional_group,24,alkyl bromide,alkyl fluoride,0.658368,1,1
meta-llama-Llama-3.1-8B,functional_group,24,alkyl bromide,alkyl iodide,0.853478,1,1
meta-llama-Llama-3.1-8B,functional_group,24,alkyl bromide,amide,0.327259,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl bromide,amine,0.422565,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl bromide,carboxylic acid,0.285807,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl bromide,ester,0.380852,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl bromide,ether,0.532534,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl bromide,imine,0.365414,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl bromide,ketone,0.305911,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl bromide,nitrile,0.324047,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl bromide,nitro,0.496293,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl bromide,sulfone,0.394195,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl bromide,sulfoxide,0.421537,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl bromide,thioether,0.532302,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl bromide,thiol,0.488918,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl chloride,alkyl fluoride,0.725444,1,1
meta-llama-Llama-3.1-8B,functional_group,24,alkyl chloride,alkyl iodide,0.855083,1,1
meta-llama-Llama-3.1-8B,functional_group,24,alkyl chloride,amide,0.344684,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl chloride,amine,0.493223,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl chloride,carboxylic acid,0.283736,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl chloride,ester,0.384213,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl chloride,ether,0.589381,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl chloride,imine,0.392426,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl chloride,ketone,0.317232,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl chloride,nitrile,0.33964,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl chloride,nitro,0.545071,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl chloride,sulfone,0.39215,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl chloride,sulfoxide,0.428826,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl chloride,thioether,0.578664,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl chloride,thiol,0.497833,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl fluoride,alkyl iodide,0.763991,1,1
meta-llama-Llama-3.1-8B,functional_group,24,alkyl fluoride,amide,0.315712,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl fluoride,amine,0.424811,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl fluoride,carboxylic acid,0.25925,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl fluoride,ester,0.36718,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl fluoride,ether,0.55665,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl fluoride,imine,0.400459,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl fluoride,ketone,0.271941,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl fluoride,nitrile,0.380041,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl fluoride,nitro,0.571071,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl fluoride,sulfone,0.472831,0,0
meta-llama-Llama-3.1-8B,functional_group,24,alkyl fluoride,sulfoxide,0.453783,0,0
